degree,education_groups,top_jobs,job_percent,top_job_links,link
Bachelor's degree,Family and consumer sciences/human sciences,Elementary school and kindergarten teachers,6.79,/marketreport/summary-occupation/2204/ca,/2204/ca
Bachelor's degree,Family and consumer sciences/human sciences,Retail salespersons,2.65,/marketreport/summary-occupation/20599/ca,/20599/ca
Bachelor's degree,Family and consumer sciences/human sciences,Social workers,2.44,/marketreport/summary-occupation/23025/ca,/23025/ca
Bachelor's degree,Family and consumer sciences/human sciences,Elementary and secondary school teacher assistants,2.34,/marketreport/summary-occupation/16551/ca,/16551/ca
Bachelor's degree,Family and consumer sciences/human sciences,"Professional occupations in advertising, marketing and public relations",1.7,/marketreport/summary-occupation/24813/ca,/24813/ca
Bachelor's degree,Family and consumer sciences/human sciences,Administrative assistants,1.7,/marketreport/summary-occupation/24789/ca,/24789/ca
Bachelor's degree,Family and consumer sciences/human sciences,Food and beverage servers,1.59,/marketreport/summary-occupation/6641/ca,/6641/ca
Master's degree,Family and consumer sciences/human sciences,Dietitians and nutritionists,28.3,/marketreport/summary-occupation/4138/ca,/4138/ca
Master's degree,Family and consumer sciences/human sciences,Elementary school and kindergarten teachers,8.49,/marketreport/summary-occupation/2204/ca,/2204/ca
Master's degree,Family and consumer sciences/human sciences,"Health policy researchers, consultants and program officers",7.55,/marketreport/summary-occupation/23040/ca,/23040/ca
Master's degree,Family and consumer sciences/human sciences,Post-secondary teaching and research assistants,4.72,/marketreport/summary-occupation/22848/ca,/22848/ca
Master's degree,Family and consumer sciences/human sciences,Social and community service workers,4.72,/marketreport/summary-occupation/5112/ca,/5112/ca
Master's degree,Family and consumer sciences/human sciences,"Professional occupations in advertising, marketing and public relations",3.77,/marketreport/summary-occupation/24813/ca,/24813/ca
Master's degree,Family and consumer sciences/human sciences,Biologists and related scientists,2.83,/marketreport/summary-occupation/2616/ca,/2616/ca
"Degree in medicine, dentistry, veterinary medicine or optometry",Dentistry,Dentists,94.89,/marketreport/summary-occupation/4092/ca,/4092/ca
"Degree in medicine, dentistry, veterinary medicine or optometry",Dentistry,Commissioned officers of the Canadian Armed Forces,0.96,/marketreport/summary-occupation/27129/ca,/27129/ca
"Degree in medicine, dentistry, veterinary medicine or optometry",Dentistry,General practitioners and family physicians,0.96,/marketreport/summary-occupation/24433/ca,/24433/ca
"Degree in medicine, dentistry, veterinary medicine or optometry",Dentistry,Dental assistants,0.64,/marketreport/summary-occupation/4475/ca,/4475/ca
College/CEGEP,"Law, legal services and legal studies",Paralegal and related occupations,21.75,/marketreport/summary-occupation/16083/ca,/16083/ca
College/CEGEP,"Law, legal services and legal studies",Legal administrative assistants,18.69,/marketreport/summary-occupation/26967/ca,/26967/ca
College/CEGEP,"Law, legal services and legal studies",Administrative assistants,4.31,/marketreport/summary-occupation/24789/ca,/24789/ca
College/CEGEP,"Law, legal services and legal studies",Other customer and information services representatives,2.92,/marketreport/summary-occupation/15205/ca,/15205/ca
College/CEGEP,"Law, legal services and legal studies",General office support workers,2.71,/marketreport/summary-occupation/12609/ca,/12609/ca
College/CEGEP,"Law, legal services and legal studies",Retail salespersons,2.5,/marketreport/summary-occupation/20599/ca,/20599/ca
College/CEGEP,"Law, legal services and legal studies",Administrative officers,2.02,/marketreport/summary-occupation/12462/ca,/12462/ca
College/CEGEP,"Law, legal services and legal studies",Receptionists,1.46,/marketreport/summary-occupation/24391/ca,/24391/ca
College/CEGEP,"Law, legal services and legal studies",Customer services representatives - financial institutions,1.39,/marketreport/summary-occupation/14140/ca,/14140/ca
College/CEGEP,"Law, legal services and legal studies",Retail and wholesale trade managers,1.39,/marketreport/summary-occupation/17600/ca,/17600/ca
Bachelor's degree,"Law, legal services and legal studies",Lawyers and Quebec notaries,54.47,/marketreport/summary-occupation/15837/ca,/15837/ca
Bachelor's degree,"Law, legal services and legal studies",Paralegal and related occupations,4.22,/marketreport/summary-occupation/16083/ca,/16083/ca
Bachelor's degree,"Law, legal services and legal studies",Legal administrative assistants,2.18,/marketreport/summary-occupation/26967/ca,/26967/ca
Bachelor's degree,"Law, legal services and legal studies",Police officers (except commissioned),1.69,/marketreport/summary-occupation/21249/ca,/21249/ca
Bachelor's degree,"Law, legal services and legal studies",Administrative officers,1.34,/marketreport/summary-occupation/12462/ca,/12462/ca
Bachelor's degree,"Law, legal services and legal studies","Professional occupations in advertising, marketing and public relations",1.27,/marketreport/summary-occupation/24813/ca,/24813/ca
Bachelor's degree,"Law, legal services and legal studies",Human resources professionals,1.2,/marketreport/summary-occupation/251/ca,/251/ca
Bachelor's degree,"Law, legal services and legal studies",Retail salespersons,1.06,/marketreport/summary-occupation/20599/ca,/20599/ca
Bachelor's degree,"Law, legal services and legal studies",Social and community service workers,0.91,/marketreport/summary-occupation/5112/ca,/5112/ca
Bachelor's degree,"Law, legal services and legal studies",Customer services representatives - financial institutions,0.91,/marketreport/summary-occupation/14140/ca,/14140/ca
Master's degree,"Law, legal services and legal studies",Lawyers and Quebec notaries,68.96,/marketreport/summary-occupation/15837/ca,/15837/ca
Master's degree,"Law, legal services and legal studies",Paralegal and related occupations,2.99,/marketreport/summary-occupation/16083/ca,/16083/ca
Master's degree,"Law, legal services and legal studies","Social policy researchers, consultants and program officers",2.69,/marketreport/summary-occupation/4908/ca,/4908/ca
Master's degree,"Law, legal services and legal studies",Financial auditors and accountants,1.49,/marketreport/summary-occupation/131/ca,/131/ca
Master's degree,"Law, legal services and legal studies",Human resources professionals,1.19,/marketreport/summary-occupation/251/ca,/251/ca
Master's degree,"Law, legal services and legal studies","Employment insurance, immigration, border services and revenue officers",1.19,/marketreport/summary-occupation/617/ca,/617/ca
Master's degree,"Law, legal services and legal studies",Professional occupations in business management consulting,0.9,/marketreport/summary-occupation/310/ca,/310/ca
Master's degree,"Law, legal services and legal studies",University professors and lecturers,0.9,/marketreport/summary-occupation/4707/ca,/4707/ca
Master's degree,"Law, legal services and legal studies",Court officers and justices of the peace,0.6,/marketreport/summary-occupation/17750/ca,/17750/ca
Master's degree,"Law, legal services and legal studies",Post-secondary teaching and research assistants,0.6,/marketreport/summary-occupation/22848/ca,/22848/ca
College/CEGEP,"Communication, journalism and related programs","Professional occupations in advertising, marketing and public relations",9.45,/marketreport/summary-occupation/24813/ca,/24813/ca
College/CEGEP,"Communication, journalism and related programs",Retail salespersons,5.85,/marketreport/summary-occupation/20599/ca,/20599/ca
College/CEGEP,"Communication, journalism and related programs","Advertising, marketing and public relations managers",4.6,/marketreport/summary-occupation/12360/ca,/12360/ca
College/CEGEP,"Communication, journalism and related programs",Journalists,3.76,/marketreport/summary-occupation/16161/ca,/16161/ca
College/CEGEP,"Communication, journalism and related programs",Graphic designers and illustrators,3.34,/marketreport/summary-occupation/5747/ca,/5747/ca
College/CEGEP,"Communication, journalism and related programs",Other customer and information services representatives,2.34,/marketreport/summary-occupation/15205/ca,/15205/ca
College/CEGEP,"Communication, journalism and related programs",Retail and wholesale trade managers,2.26,/marketreport/summary-occupation/17600/ca,/17600/ca
College/CEGEP,"Communication, journalism and related programs","Producers, directors, choreographers and related occupations",2.17,/marketreport/summary-occupation/7910/ca,/7910/ca
College/CEGEP,"Communication, journalism and related programs",Sales and account representatives - wholesale trade (non-technical),1.92,/marketreport/summary-occupation/23181/ca,/23181/ca
College/CEGEP,"Communication, journalism and related programs",Announcers and other broadcasters,1.84,/marketreport/summary-occupation/16304/ca,/16304/ca
Bachelor's degree,"Communication, journalism and related programs","Professional occupations in advertising, marketing and public relations",19.3,/marketreport/summary-occupation/24813/ca,/24813/ca
Bachelor's degree,"Communication, journalism and related programs","Advertising, marketing and public relations managers",5.58,/marketreport/summary-occupation/12360/ca,/12360/ca
Bachelor's degree,"Communication, journalism and related programs",Journalists,3.91,/marketreport/summary-occupation/16161/ca,/16161/ca
Bachelor's degree,"Communication, journalism and related programs",Business development officers and marketing researchers and consultants,3.31,/marketreport/summary-occupation/3916/ca,/3916/ca
Bachelor's degree,"Communication, journalism and related programs","Producers, directors, choreographers and related occupations",3.23,/marketreport/summary-occupation/7910/ca,/7910/ca
Bachelor's degree,"Communication, journalism and related programs",Graphic designers and illustrators,3.23,/marketreport/summary-occupation/5747/ca,/5747/ca
Bachelor's degree,"Communication, journalism and related programs",Administrative officers,2.24,/marketreport/summary-occupation/12462/ca,/12462/ca
